Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDL57,15.1,Regular,0.067020992,Snack Foods,260.3304,OUT013,1987,High,Tier 3,Supermarket Type1,2946.3574044965176
NCD30,19.7,Low Fat,0.026826919,Household,98.7726,OUT013,1987,High,Tier 3,Supermarket Type1,2300.1182373419224
FDH17,16.2,Regular,0.01665334,Frozen Foods,97.3726,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.8971659014996
FDD57,18.1,Low Fat,0.022395357,Fruits and Vegetables,96.5094,OUT035,2004,Small,Tier 2,Supermarket Type1,2111.3277394441147
FDC58,10.195,Low Fat,0.042113173,Snack Foods,42.5428,OUT018,2009,Medium,Tier 3,Supermarket Type2,2151.5374276466814
FDX47,6.55,Regular,0.034604343,Breads,157.8288,OUT046,1997,Small,Tier 1,Supermarket Type1,2403.6589521534465
FDC50,15.85,Low Fat,0.136774734,Canned,94.4094,OUT045,2002,Medium,Tier 2,Supermarket Type1,2070.8731316769317
NCS53,12.857645184135976,Low Fat,0.089343433,Health and Hygiene,157.3604,OUT027,1985,Medium,Tier 3,Supermarket Type3,3323.431082854433
FDY13,12.1,Low Fat,0.030250132,Canned,75.267,OUT018,2009,Medium,Tier 3,Supermarket Type2,2484.3615034606332
FDP44,16.5,Regular,0.079698503,Fruits and Vegetables,100.6332,OUT035,2004,Small,Tier 2,Supermarket Type1,2236.2829517996283
FDH60,12.857645184135976,Regular,0.141360118,Baking Goods,197.311,OUT019,1985,Small,Tier 1,Grocery Store,2373.954404014229
FDR02,16.7,Low Fat,0.036933417,Dairy,109.1886,OUT010,1998,Medium,Tier 3,Grocery Store,1927.7424218564277
FDK48,12.857645184135976,Low Fat,0.037449987,Baking Goods,76.7354,OUT027,1985,Medium,Tier 3,Supermarket Type3,2796.1767215141463
FDO24,11.1,Low Fat,0.294948897,Baking Goods,159.0604,OUT010,1998,Medium,Tier 3,Grocery Store,2067.897672583067
FDE20,11.35,Regular,0.005525913,Fruits and Vegetables,168.279,OUT013,1987,High,Tier 3,Supermarket Type1,2463.71954465152
FDM04,9.195,Regular,0.04712061,Frozen Foods,53.1666,OUT046,1997,Small,Tier 1,Supermarket Type1,1967.0561749748456
NCH07,12.857645184135976,Low Fat,0.162248011,Household,160.4604,OUT019,1985,Small,Tier 1,Grocery Store,2175.653183665768
DRP35,18.85,Low Fat,0.090867297,Hard Drinks,127.3336,OUT046,1997,Small,Tier 1,Supermarket Type1,2376.269392358432
FDO11,8.0,Regular,0.030264897,Breads,250.3092,OUT046,1997,Small,Tier 1,Supermarket Type1,2756.7208464468276
NCM30,19.1,Low Fat,0.067295406,Household,41.9796,OUT046,1997,Small,Tier 1,Supermarket Type1,1853.7933236792167
DRF27,12.857645184135976,Low Fat,0.02827966,Dairy,152.234,OUT027,1985,Medium,Tier 3,Supermarket Type3,3381.426179192171
NCR18,12.857645184135976,Low Fat,0.020388413,Household,44.4112,OUT027,1985,Medium,Tier 3,Supermarket Type3,2726.9084304899343
FDS48,12.857645184135976,Low Fat,0.027644732,Baking Goods,149.4708,OUT027,1985,Medium,Tier 3,Supermarket Type3,3268.473968636733
FDO32,6.36,Low Fat,0.120731024,Fruits and Vegetables,46.506,OUT049,1999,Medium,Tier 1,Supermarket Type1,1856.4704412930887
NCP05,19.6,Low Fat,0.025429614,Health and Hygiene,151.7024,OUT017,2007,Medium,Tier 2,Supermarket Type1,2557.5030219664263
FDF44,12.857645184135976,Regular,0.059438787,Fruits and Vegetables,130.9968,OUT027,1985,Medium,Tier 3,Supermarket Type3,3176.1450433321966
FDX56,17.1,Regular,0.074059474,Fruits and Vegetables,209.0638,OUT046,1997,Small,Tier 1,Supermarket Type1,2722.5957933023624
FDE46,12.857645184135976,Low Fat,0.015693328,Snack Foods,150.7366,OUT027,1985,Medium,Tier 3,Supermarket Type3,3249.399312182771
FDQ09,12.857645184135976,Low Fat,0.057850699,Snack Foods,113.2834,OUT027,1985,Medium,Tier 3,Supermarket Type3,3134.700008364667
NCB54,8.76,Low Fat,0.050011058,Health and Hygiene,126.7336,OUT013,1987,High,Tier 3,Supermarket Type1,2300.5480334854233
NCV18,6.775,Low Fat,0.105225964,Household,84.225,OUT035,2004,Small,Tier 2,Supermarket Type1,1975.6780179505768
NCG55,16.25,Low Fat,0.039207025,Household,116.1176,OUT049,1999,Medium,Tier 1,Supermarket Type1,2370.053472539451
FDV14,19.85,Low Fat,0.044489064,Dairy,89.4856,OUT035,2004,Small,Tier 2,Supermarket Type1,2173.3607387896177
FDT31,19.75,Low Fat,0.012437935,Fruits and Vegetables,189.9872,OUT013,1987,High,Tier 3,Supermarket Type1,2633.0840585532487
DRD12,6.96,Low Fat,0.077350112,Soft Drinks,91.4146,OUT045,2002,Medium,Tier 2,Supermarket Type1,1987.2802880877323
FDZ40,8.935,Low Fat,0.040346436,Frozen Foods,53.7298,OUT018,2009,Medium,Tier 3,Supermarket Type2,2179.5265150952187
DRI11,8.26,Low Fat,0.057585723,Hard Drinks,113.7834,OUT010,1998,Medium,Tier 3,Grocery Store,1800.9313371717053
FDP23,6.71,Low Fat,0.03565903,Breads,218.3166,OUT045,2002,Medium,Tier 2,Supermarket Type1,2799.5514272668956
FDY02,8.945,Regular,0.087629354,Dairy,263.491,OUT035,2004,Small,Tier 2,Supermarket Type1,2858.682708517559
FDM03,12.65,Low Fat,0.0,Meat,107.8938,OUT046,1997,Small,Tier 1,Supermarket Type1,2241.0470608814485
FDF35,15.0,Low Fat,0.154228739,Starchy Foods,107.3938,OUT049,1999,Medium,Tier 1,Supermarket Type1,2117.3194828498067
DRM37,15.35,Low Fat,0.096943078,Soft Drinks,196.5768,OUT017,2007,Medium,Tier 2,Supermarket Type1,2627.087737698285
NCV41,14.35,Low Fat,0.017065268,Health and Hygiene,109.5228,OUT049,1999,Medium,Tier 1,Supermarket Type1,2121.7780690411796
NCK53,12.857645184135976,Low Fat,0.0,Health and Hygiene,100.8042,OUT027,1985,Medium,Tier 3,Supermarket Type3,3014.9543935088363
FDW23,5.765,Low Fat,0.082178616,Baking Goods,37.0164,OUT045,2002,Medium,Tier 2,Supermarket Type1,1746.146261615603
FDW12,8.315,Regular,0.035542581,Baking Goods,143.3444,OUT013,1987,High,Tier 3,Supermarket Type1,2385.3237450228557
FDG44,6.13,Low Fat,0.102171627,Fruits and Vegetables,53.8298,OUT035,2004,Small,Tier 2,Supermarket Type1,1857.2256595604297
FDJ36,14.5,Regular,0.128235818,Baking Goods,104.1332,OUT035,2004,Small,Tier 2,Supermarket Type1,2065.6767210038365
FDX55,15.1,Low Fat,0.0552059,Fruits and Vegetables,219.4166,OUT046,1997,Small,Tier 1,Supermarket Type1,2867.2159095234833
DRG13,17.25,Low Fat,0.037337632,Soft Drinks,163.7526,OUT018,2009,Medium,Tier 3,Supermarket Type2,2909.4184272177595
NCD06,13.0,Low Fat,0.099242622,Household,46.306,OUT013,1987,High,Tier 3,Supermarket Type1,1887.7801703741989
FDW22,12.857645184135976,Regular,0.030143704,Snack Foods,222.0114,OUT027,1985,Medium,Tier 3,Supermarket Type3,3622.8270115705486
FDD33,12.85,Low Fat,0.108412059,Fruits and Vegetables,233.2642,OUT045,2002,Medium,Tier 2,Supermarket Type1,2759.194374722222
FDG24,7.975,Low Fat,0.014628382,Baking Goods,82.325,OUT035,2004,Small,Tier 2,Supermarket Type1,2061.484996179898
FDE05,10.895,Regular,0.032454046,Frozen Foods,144.8102,OUT046,1997,Small,Tier 1,Supermarket Type1,2414.8210518742862
FDZ12,9.17,Low Fat,0.102978817,Baking Goods,144.947,OUT046,1997,Small,Tier 1,Supermarket Type1,2185.1939361923555
FDX37,16.2,Low Fat,0.105498192,Canned,101.47,OUT010,1998,Medium,Tier 3,Grocery Store,1773.5000370123123
FDE44,14.65,Low Fat,0.171355643,Fruits and Vegetables,47.6692,OUT035,2004,Small,Tier 2,Supermarket Type1,1838.772420867713
FDS52,12.857645184135976,Low Fat,0.009585169,Frozen Foods,102.5016,OUT019,1985,Small,Tier 1,Grocery Store,1856.785515796902
FDO39,6.985,Regular,0.137926458,Meat,184.7608,OUT018,2009,Medium,Tier 3,Supermarket Type2,2940.15565147417
FDI32,17.7,Low Fat,0.0,Fruits and Vegetables,115.0834,OUT045,2002,Medium,Tier 2,Supermarket Type1,2250.6777348322576
FDV28,16.1,Regular,0.0,Frozen Foods,35.1558,OUT017,2007,Medium,Tier 2,Supermarket Type1,1856.9420522545727
NCP53,14.75,Low Fat,0.033076388,Health and Hygiene,237.2906,OUT017,2007,Medium,Tier 2,Supermarket Type1,2836.412077148276
NCN43,12.15,Low Fat,0.006770252,Others,124.473,OUT049,1999,Medium,Tier 1,Supermarket Type1,2236.357666791637
NCI31,12.857645184135976,Low Fat,0.142393355,Others,36.419,OUT019,1985,Small,Tier 1,Grocery Store,1411.6998547323788
FDK55,18.5,Low Fat,0.025813943,Meat,89.1172,OUT045,2002,Medium,Tier 2,Supermarket Type1,2239.3432060990376
FDC17,12.15,Low Fat,0.015548178,Frozen Foods,211.2928,OUT017,2007,Medium,Tier 2,Supermarket Type1,2645.883071370852
FDV28,16.1,Regular,0.159698192,Frozen Foods,32.0558,OUT035,2004,Small,Tier 2,Supermarket Type1,1835.6550556122324
FDY26,20.6,Regular,0.030634813,Dairy,212.9244,OUT018,2009,Medium,Tier 3,Supermarket Type2,3039.1524150985333
NCU06,17.6,Low Fat,0.074522745,Household,228.801,OUT049,1999,Medium,Tier 1,Supermarket Type1,2797.8365877846236
FDV16,12.857645184135976,Regular,0.145200948,Frozen Foods,35.4558,OUT019,1985,Small,Tier 1,Grocery Store,1406.8958338239208
FDY31,5.98,Low Fat,0.043651198,Fruits and Vegetables,146.1418,OUT045,2002,Medium,Tier 2,Supermarket Type1,2462.672174833125
DRE37,13.5,Low Fat,0.094366079,Soft Drinks,190.9872,OUT049,1999,Medium,Tier 1,Supermarket Type1,2580.768776119785
FDH33,12.85,Low Fat,0.121702394,Snack Foods,42.7428,OUT035,2004,Small,Tier 2,Supermarket Type1,1665.2633251239265
FDA46,13.6,Low Fat,0.117613212,Snack Foods,194.2136,OUT035,2004,Small,Tier 2,Supermarket Type1,2448.3502814511003
FDP12,9.8,Regular,0.045258247,Baking Goods,35.9874,OUT035,2004,Small,Tier 2,Supermarket Type1,1818.0302434077346
FDJ09,15.0,Low Fat,0.058485617,Snack Foods,44.7744,OUT049,1999,Medium,Tier 1,Supermarket Type1,1953.7308599631926
NCS54,12.857645184135976,Low Fat,0.00994477,Household,177.837,OUT027,1985,Medium,Tier 3,Supermarket Type3,3442.82553545154
FDJ33,12.857645184135976,Regular,0.087894475,Snack Foods,121.173,OUT027,1985,Medium,Tier 3,Supermarket Type3,3103.8998228054393
FDF32,16.35,Low Fat,0.113953562,Fruits and Vegetables,198.2426,OUT010,1998,Medium,Tier 3,Grocery Store,2390.716986800454
FDN24,12.857645184135976,Low Fat,0.198316649,Baking Goods,54.3956,OUT019,1985,Small,Tier 1,Grocery Store,1458.2288296823892
FDX21,7.05,Low Fat,0.084949955,Snack Foods,109.7912,OUT035,2004,Small,Tier 2,Supermarket Type1,2208.5738669821462
FDC57,20.1,Regular,0.054549098,Fruits and Vegetables,193.782,OUT013,1987,High,Tier 3,Supermarket Type1,2572.074260197887
NCZ06,19.6,Low Fat,0.094545236,Household,254.7698,OUT018,2009,Medium,Tier 3,Supermarket Type2,3270.1805553649547
FDY56,16.35,Regular,0.062359467,Fruits and Vegetables,224.0062,OUT013,1987,High,Tier 3,Supermarket Type1,2667.7879549054546
NCH07,13.15,Low Fat,0.092811105,Household,159.7604,OUT049,1999,Medium,Tier 1,Supermarket Type1,2421.908823446417
FDS44,12.65,Regular,0.156679617,Fruits and Vegetables,238.8538,OUT018,2009,Medium,Tier 3,Supermarket Type2,3158.7282941186927
FDY33,14.5,Regular,0.09735225,Snack Foods,160.7262,OUT049,1999,Medium,Tier 1,Supermarket Type1,2469.082994378122
FDZ48,17.75,Low Fat,0.076113671,Baking Goods,111.4544,OUT045,2002,Medium,Tier 2,Supermarket Type1,2261.6658327309706
FDY48,14.0,Low Fat,0.023783007,Baking Goods,104.0332,OUT045,2002,Medium,Tier 2,Supermarket Type1,2134.0702300350617
FDK16,12.857645184135976,Low Fat,0.114771298,Frozen Foods,93.9094,OUT027,1985,Medium,Tier 3,Supermarket Type3,2925.5185352883027
FDT16,9.895,Regular,0.048662357,Frozen Foods,261.7278,OUT046,1997,Small,Tier 1,Supermarket Type1,2823.4620880115403
FDC26,10.195,Low Fat,0.211539389,Canned,110.9886,OUT010,1998,Medium,Tier 3,Grocery Store,1860.18162351058
DRJ47,18.25,Low Fat,0.044430561,Hard Drinks,174.208,OUT018,2009,Medium,Tier 3,Supermarket Type2,2927.03463366816
FDQ04,6.4,Low Fat,0.141860161,Frozen Foods,41.0796,OUT010,1998,Medium,Tier 3,Grocery Store,1359.357029976505
FDN40,5.88,Low Fat,0.0,Frozen Foods,154.2998,OUT046,1997,Small,Tier 1,Supermarket Type1,2517.4142262755267
FDS39,6.895,Low Fat,0.022441883,Meat,143.8812,OUT013,1987,High,Tier 3,Supermarket Type1,2237.7553358160617
FDC11,20.5,Low Fat,0.142370445,Starchy Foods,90.6172,OUT018,2009,Medium,Tier 3,Supermarket Type2,2416.8538083774424
FDQ39,14.8,Low Fat,0.13564792,Meat,190.8846,OUT010,1998,Medium,Tier 3,Grocery Store,2146.901414010515
FDB33,17.75,Low Fat,0.014602837,Fruits and Vegetables,158.6262,OUT049,1999,Medium,Tier 1,Supermarket Type1,2517.8998709640414
FDU27,18.6,Regular,0.28701714,Meat,48.8376,OUT010,1998,Medium,Tier 3,Grocery Store,1521.209960371008
FDM44,12.5,Low Fat,0.031112643,Fruits and Vegetables,104.999,OUT045,2002,Medium,Tier 2,Supermarket Type1,2253.6127159494267
FDT32,19.0,Regular,0.065621523,Fruits and Vegetables,186.5214,OUT035,2004,Small,Tier 2,Supermarket Type1,2855.5558638995976
DRC13,8.26,Regular,0.032573725,Soft Drinks,125.073,OUT018,2009,Medium,Tier 3,Supermarket Type2,2431.723541163939
NCO07,9.06,Low Fat,0.009776268,Others,213.756,OUT046,1997,Small,Tier 1,Supermarket Type1,2763.190713129953
FDJ16,9.195,Low Fat,0.115353642,Frozen Foods,58.9246,OUT018,2009,Medium,Tier 3,Supermarket Type2,2204.3257331942214
FDB22,12.857645184135976,Low Fat,0.110901004,Snack Foods,155.0998,OUT027,1985,Medium,Tier 3,Supermarket Type3,3201.7117379302576
NCS30,5.945,Low Fat,0.093214866,Household,129.1652,OUT045,2002,Medium,Tier 2,Supermarket Type1,2169.08679673969
FDQ59,12.857645184135976,Regular,0.0,Breads,84.5908,OUT027,1985,Medium,Tier 3,Supermarket Type3,2878.8288781767214
FDI38,13.35,Regular,0.014649641,Canned,207.3638,OUT049,1999,Medium,Tier 1,Supermarket Type1,2857.756166268276
FDR52,12.65,Regular,0.07603021,Frozen Foods,189.0846,OUT035,2004,Small,Tier 2,Supermarket Type1,2661.2916811611126
FDT15,12.15,Regular,0.042855388,Meat,181.695,OUT018,2009,Medium,Tier 3,Supermarket Type2,2930.40298428459
FDR52,12.857645184135976,Regular,0.133144259,Frozen Foods,190.8846,OUT019,1985,Small,Tier 1,Grocery Store,2324.50858254032
FDS60,20.85,Low Fat,0.032580705,Baking Goods,180.066,OUT018,2009,Medium,Tier 3,Supermarket Type2,2891.53733027609
FDK52,18.25,Low Fat,0.0,Frozen Foods,224.1062,OUT018,2009,Medium,Tier 3,Supermarket Type2,3116.5745894935258
FDA04,11.3,Regular,0.066865326,Frozen Foods,260.1962,OUT045,2002,Medium,Tier 2,Supermarket Type1,2766.310918424425
NCQ53,17.6,Low Fat,0.018943666,Health and Hygiene,237.359,OUT045,2002,Medium,Tier 2,Supermarket Type1,2857.370003790137
FDN28,5.88,Regular,0.030371121,Frozen Foods,101.799,OUT018,2009,Medium,Tier 3,Supermarket Type2,2485.5453216363803
FDU12,12.857645184135976,Regular,0.132630345,Baking Goods,263.8568,OUT019,1985,Small,Tier 1,Grocery Store,2589.7739655759465
FDT03,21.25,Low Fat,0.01001904,Meat,184.6608,OUT045,2002,Medium,Tier 2,Supermarket Type1,2702.7418328847903
FDY57,20.2,Regular,0.121254236,Snack Foods,94.5752,OUT046,1997,Small,Tier 1,Supermarket Type1,2061.3643355147133
FDH56,9.8,Regular,0.063764099,Fruits and Vegetables,113.8492,OUT013,1987,High,Tier 3,Supermarket Type1,2259.6163299091218
DRM23,16.6,Low Fat,0.136286138,Hard Drinks,171.4422,OUT018,2009,Medium,Tier 3,Supermarket Type2,2894.2381324591197
FDZ07,12.857645184135976,Regular,0.164391573,Fruits and Vegetables,62.8194,OUT019,1985,Small,Tier 1,Grocery Store,1619.1220078586396
FDK40,7.035,Low Fat,0.02189371,Frozen Foods,262.791,OUT045,2002,Medium,Tier 2,Supermarket Type1,2781.9371707927958
FDU04,7.93,Low Fat,0.0,Frozen Foods,121.8414,OUT046,1997,Small,Tier 1,Supermarket Type1,2273.426268703823
DRL37,15.5,Low Fat,0.0,Soft Drinks,41.377,OUT017,2007,Medium,Tier 2,Supermarket Type1,1826.8637808065978
FDT26,12.857645184135976,Regular,0.067624438,Dairy,120.944,OUT027,1985,Medium,Tier 3,Supermarket Type3,3067.698372637251
FDT24,12.35,Regular,0.186236236,Baking Goods,78.7328,OUT045,2002,Medium,Tier 2,Supermarket Type1,2026.7950738909105
FDX57,12.857645184135976,Regular,0.047037323,Snack Foods,96.4068,OUT027,1985,Medium,Tier 3,Supermarket Type3,2994.3792788418327
FDA55,12.857645184135976,Regular,0.099780431,Fruits and Vegetables,225.2088,OUT019,1985,Small,Tier 1,Grocery Store,2336.607037959014
NCN05,8.235,Low Fat,0.014488997,Health and Hygiene,183.795,OUT045,2002,Medium,Tier 2,Supermarket Type1,2554.5823539947537
FDR58,6.675,Low Fat,0.04200648,Snack Foods,92.6462,OUT045,2002,Medium,Tier 2,Supermarket Type1,1946.4549347805082
FDX47,6.55,Regular,0.034575546,Breads,156.5288,OUT013,1987,High,Tier 3,Supermarket Type1,2482.8776186718637
NCH54,13.5,Low Fat,0.072965144,Household,160.692,OUT018,2009,Medium,Tier 3,Supermarket Type2,2805.5547064403
NCH42,6.86,Low Fat,0.036530411,Household,227.801,OUT035,2004,Small,Tier 2,Supermarket Type1,2838.8237900404256
FDH56,9.8,Regular,0.063946629,Fruits and Vegetables,116.6492,OUT045,2002,Medium,Tier 2,Supermarket Type1,2167.1501505323167
FDQ48,14.3,Regular,0.034551415,Baking Goods,98.1726,OUT018,2009,Medium,Tier 3,Supermarket Type2,2494.7012134274737
FDN20,19.35,Low Fat,0.026329989,Fruits and Vegetables,169.2474,OUT017,2007,Medium,Tier 2,Supermarket Type1,2525.4370625689726
FDA15,9.3,Low Fat,0.016009057,Dairy,250.6092,OUT013,1987,High,Tier 3,Supermarket Type1,2968.1353860354457
FDS48,12.857645184135976,Low Fat,0.048637888,Baking Goods,149.7708,OUT019,1985,Small,Tier 1,Grocery Store,1996.357015255082
FDW02,4.805,Regular,0.037852995,Dairy,126.2704,OUT018,2009,Medium,Tier 3,Supermarket Type2,2632.043137093214
FDN03,12.857645184135976,Regular,0.015016891,Meat,248.6408,OUT027,1985,Medium,Tier 3,Supermarket Type3,3733.675814527817
FDF57,14.5,Regular,0.059160135,Fruits and Vegetables,170.7448,OUT017,2007,Medium,Tier 2,Supermarket Type1,2371.0668685086707
DRM37,15.35,Low Fat,0.096379585,Soft Drinks,196.5768,OUT035,2004,Small,Tier 2,Supermarket Type1,2602.5690820770824
NCD54,21.1,Low Fat,0.029008944,Household,143.3786,OUT046,1997,Small,Tier 1,Supermarket Type1,2379.059870850972
NCQ42,12.857645184135976,Low Fat,0.039078047,Household,128.3678,OUT027,1985,Medium,Tier 3,Supermarket Type3,3153.5886462359467
FDW49,19.5,Low Fat,0.082536604,Canned,177.2002,OUT035,2004,Small,Tier 2,Supermarket Type1,2504.5000791460407
DRI03,6.03,Low Fat,0.0226848,Dairy,178.1028,OUT013,1987,High,Tier 3,Supermarket Type1,2573.5496080571693
FDD14,20.7,Low Fat,0.170152831,Canned,182.6266,OUT045,2002,Medium,Tier 2,Supermarket Type1,2587.770515671758
FDN02,16.5,Low Fat,0.073827748,Canned,208.8638,OUT046,1997,Small,Tier 1,Supermarket Type1,2718.1974464193004
FDQ45,12.857645184135976,Regular,0.010864186,Snack Foods,185.3608,OUT027,1985,Medium,Tier 3,Supermarket Type3,3502.4197298643667
FDX56,17.1,Regular,0.07436116,Fruits and Vegetables,206.1638,OUT018,2009,Medium,Tier 3,Supermarket Type2,3161.750974726069
FDE51,12.857645184135976,Regular,0.168901843,Dairy,43.4086,OUT019,1985,Small,Tier 1,Grocery Store,1459.5606301997875
FDT47,5.26,Regular,0.02455854,Breads,95.6068,OUT045,2002,Medium,Tier 2,Supermarket Type1,2016.6587060360569
FDM22,14.0,Regular,0.041949832,Snack Foods,54.064,OUT035,2004,Small,Tier 2,Supermarket Type1,1807.4275147110297
FDB27,7.575,Low Fat,0.055502454,Dairy,196.5768,OUT045,2002,Medium,Tier 2,Supermarket Type1,2535.998792437186
FDE02,12.857645184135976,Low Fat,0.120663214,Canned,95.6778,OUT027,1985,Medium,Tier 3,Supermarket Type3,2897.256865109523
FDD38,16.75,Regular,0.00819018,Canned,103.7674,OUT035,2004,Small,Tier 2,Supermarket Type1,2250.8065062393835
FDF34,9.3,Regular,0.014098693,Snack Foods,197.7084,OUT017,2007,Medium,Tier 2,Supermarket Type1,2606.880903008958
FDP15,15.2,Low Fat,0.0,Meat,256.033,OUT010,1998,Medium,Tier 3,Grocery Store,2687.1996377641144
NCI29,8.6,Low Fat,0.032806066,Health and Hygiene,143.6154,OUT017,2007,Medium,Tier 2,Supermarket Type1,2298.6353052983445
FDU27,18.6,Regular,0.172446822,Meat,47.1376,OUT017,2007,Medium,Tier 2,Supermarket Type1,1890.9012956517645
NCD55,12.857645184135976,Low Fat,0.024213354,Household,42.4454,OUT027,1985,Medium,Tier 3,Supermarket Type3,2823.415770297111
FDU37,9.5,Regular,0.0,Canned,79.596,OUT046,1997,Small,Tier 1,Supermarket Type1,2080.3260171163975
FDA01,15.0,Regular,0.054685839,Canned,60.2904,OUT017,2007,Medium,Tier 2,Supermarket Type1,1979.3060771649148
FDS13,6.465,Low Fat,0.124758619,Canned,264.1884,OUT045,2002,Medium,Tier 2,Supermarket Type1,2835.057135145186
FDK55,18.5,Low Fat,0.02586664,Meat,88.9172,OUT018,2009,Medium,Tier 3,Supermarket Type2,2485.994168262802
FDR36,6.715,Regular,0.121563385,Baking Goods,43.7454,OUT035,2004,Small,Tier 2,Supermarket Type1,1717.0462472638442
DRK49,14.15,Low Fat,0.035999599,Soft Drinks,41.5138,OUT049,1999,Medium,Tier 1,Supermarket Type1,1847.7886512373682
DRM23,12.857645184135976,Low Fat,0.0,Hard Drinks,171.7422,OUT027,1985,Medium,Tier 3,Supermarket Type3,3447.740718940905
FDH47,13.5,Regular,0.21561193,Starchy Foods,98.6068,OUT010,1998,Medium,Tier 3,Grocery Store,1702.4769732966186
FDZ21,17.6,Regular,0.039381633,Snack Foods,98.041,OUT018,2009,Medium,Tier 3,Supermarket Type2,2458.5323379495017
FDI57,19.85,Low Fat,0.054331235,Seafood,198.7768,OUT017,2007,Medium,Tier 2,Supermarket Type1,2866.6719259447827
FDK26,12.857645184135976,Regular,0.056338482,Canned,184.624,OUT019,1985,Small,Tier 1,Grocery Store,2249.1244261329725
FDQ36,7.855,Regular,0.161516894,Baking Goods,37.0848,OUT035,2004,Small,Tier 2,Supermarket Type1,1630.6600809589465
FDJ58,12.857645184135976,Regular,0.184359831,Snack Foods,172.6764,OUT019,1985,Small,Tier 1,Grocery Store,2064.430622162094
FDD45,8.615,Low Fat,0.116484721,Fruits and Vegetables,94.1436,OUT045,2002,Medium,Tier 2,Supermarket Type1,2067.4965501262736
FDG50,7.405,Low Fat,0.015302764,Canned,89.9146,OUT045,2002,Medium,Tier 2,Supermarket Type1,2212.3389854637903
FDO36,12.857645184135976,Low Fat,0.136417078,Baking Goods,179.766,OUT019,1985,Small,Tier 1,Grocery Store,2070.54891618065
NCW42,18.2,Low Fat,0.058707159,Household,220.5456,OUT018,2009,Medium,Tier 3,Supermarket Type2,3253.457678048476
NCH18,9.3,Low Fat,0.074753743,Household,246.4802,OUT010,1998,Medium,Tier 3,Grocery Store,2599.983042657788
FDY59,12.857645184135976,Low Fat,0.031251369,Baking Goods,93.3462,OUT027,1985,Medium,Tier 3,Supermarket Type3,2929.389422935394
NCO42,21.25,Low Fat,0.024705597,Household,145.1102,OUT045,2002,Medium,Tier 2,Supermarket Type1,2463.497111991181
FDM45,8.655,Regular,0.088693595,Snack Foods,122.5756,OUT017,2007,Medium,Tier 2,Supermarket Type1,2132.1764627100983
NCV29,11.8,Low Fat,0.038235337,Health and Hygiene,177.5686,OUT010,1998,Medium,Tier 3,Grocery Store,2170.4484402135754
FDT08,12.857645184135976,Low Fat,0.048980156,Fruits and Vegetables,148.705,OUT027,1985,Medium,Tier 3,Supermarket Type3,3244.684175893925
NCQ43,12.857645184135976,Low Fat,0.194874778,Others,110.2912,OUT019,1985,Small,Tier 1,Grocery Store,1835.3670626879493
NCA54,16.5,Low Fat,0.036611104,Household,180.9318,OUT013,1987,High,Tier 3,Supermarket Type1,2698.5681256816356
FDW55,12.6,Regular,0.0,Fruits and Vegetables,248.8092,OUT035,2004,Small,Tier 2,Supermarket Type1,2870.1983148302684
FDI10,12.857645184135976,Regular,0.07802465,Snack Foods,171.4422,OUT027,1985,Medium,Tier 3,Supermarket Type3,3189.3891217032806
NCS53,12.857645184135976,Low Fat,0.157190017,Health and Hygiene,156.8604,OUT019,1985,Small,Tier 1,Grocery Store,2032.5838609992604
FDZ35,12.857645184135976,Regular,0.022170592,Breads,105.199,OUT027,1985,Medium,Tier 3,Supermarket Type3,3066.969158238851
FDF10,15.5,Regular,0.156797787,Snack Foods,148.6418,OUT013,1987,High,Tier 3,Supermarket Type1,2399.7635215148034
FDO38,17.25,Low Fat,0.07325106,Canned,76.4986,OUT017,2007,Medium,Tier 2,Supermarket Type1,2052.2336101992764
FDY45,17.5,Low Fat,0.026289984,Snack Foods,253.7356,OUT017,2007,Medium,Tier 2,Supermarket Type1,3000.5131759731153
FDC40,16.0,Regular,0.065328932,Dairy,78.4986,OUT018,2009,Medium,Tier 3,Supermarket Type2,2561.06411866818
NCO54,19.5,Low Fat,0.014296484,Household,53.7614,OUT049,1999,Medium,Tier 1,Supermarket Type1,2047.1974915170008
FDQ14,9.27,Low Fat,0.062038986,Dairy,148.005,OUT018,2009,Medium,Tier 3,Supermarket Type2,2691.836032999753
FDM10,18.25,Low Fat,0.075908374,Snack Foods,213.4218,OUT013,1987,High,Tier 3,Supermarket Type1,2731.6389876323205
DRK23,8.395,Low Fat,0.072383777,Hard Drinks,251.504,OUT017,2007,Medium,Tier 2,Supermarket Type1,2851.6899228857815
NCR17,9.8,Low Fat,0.024363026,Health and Hygiene,114.0492,OUT013,1987,High,Tier 3,Supermarket Type1,2347.0036839464515
FDG31,12.857645184135976,Low Fat,0.066351687,Meat,65.0826,OUT019,1985,Small,Tier 1,Grocery Store,1606.149551579264
FDH02,7.27,Regular,0.020823289,Canned,92.4488,OUT045,2002,Medium,Tier 2,Supermarket Type1,2082.948807938343
DRH37,17.6,Low Fat,0.041851756,Soft Drinks,162.7526,OUT017,2007,Medium,Tier 2,Supermarket Type1,2490.2520363250956
